04/01/12|TypeA|3rd|INDIA|09/01/02
04/01/12|TypeA|3rd|MEXICO|04/08/06
04/01/12|TypeA|3rd|PHILIPPINES|04/08/06
04/01/12|TypeA|Other Workers|All Chargeability Areas Except Those Listed|04/08/06
04/01/12|TypeA|Other Workers|CHINA - mainland born|04/22/03
04/01/12|TypeA|Other Workers|INDIA|09/01/02
04/01/12|TypeA|Other Workers|MEXICO|04/08/06
04/01/12|TypeA|Other Workers|PHILIPPINES|04/08/06
04/01/12|TypeA|4th|All Chargeability Areas Except Those Listed|C
04/01/12|TypeA|4th|CHINA - mainland born|C
04/01/12|TypeA|4th|INDIA|C
04/01/12|TypeA|4th|MEXICO|C
04/01/12|TypeA|4th|PHILIPPINES|C
04/01/12|TypeA|Certain Religious Workers|All Chargeability Areas Except Those Listed|C
04/01/12|TypeA|Certain Religious Workers|CHINA - mainland born|C
04/01/12|TypeA|Certain Religious Workers|INDIA|C
04/01/12|TypeA|Certain Religious Workers|MEXICO|C
04/01/12|TypeA|Certain Religious Workers|PHILIPPINES|C
04/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|All Chargeability Areas Except Those Listed|C
04/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|CHINA - mainland born|C
04/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|INDIA|C
04/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|MEXICO|C
04/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|PHILIPPINES|C
05/01/12|TypeA|1st|All Chargeability Areas Except Those Listed|C
05/01/12|TypeA|1st|CHINA - mainland born|C
05/01/12|TypeA|1st|INDIA|C
05/01/12|TypeA|1st|MEXICO|C
05/01/12|TypeA|1st|PHILIPPINES|C
05/01/12|TypeA|2nd|All Chargeability Areas Except Those Listed|C
05/01/12|TypeA|2nd|CHINA - mainland born|08/15/07
05/01/12|TypeA|2nd|INDIA|08/15/07
05/01/12|TypeA|2nd|MEXICO|C
05/01/12|TypeA|2nd|PHILIPPINES|C
05/01/12|TypeA|3rd|All Chargeability Areas Except Those Listed|05/01/06
05/01/12|TypeA|3rd|CHINA - mainland born|04/01/05
05/01/12|TypeA|3rd|INDIA|09/08/02
05/01/12|TypeA|3rd|MEXICO|05/01/06
05/01/12|TypeA|3rd|PHILIPPINES|05/01/06
05/01/12|TypeA|Other Workers|All Chargeability Areas Except Those Listed|05/01/06
05/01/12|TypeA|Other Workers|CHINA - mainland born|04/22/03
05/01/12|TypeA|Other Workers|INDIA|09/08/02
05/01/12|TypeA|Other Workers|MEXICO|05/01/06
05/01/12|TypeA|Other Workers|PHILIPPINES|05/01/06
05/01/12|TypeA|4th|All Chargeability Areas Except Those Listed|C
05/01/12|TypeA|4th|CHINA - mainland born|C
05/01/12|TypeA|4th|INDIA|C
05/01/12|TypeA|4th|MEXICO|C
05/01/12|TypeA|4th|PHILIPPINES|C
05/01/12|TypeA|Certain Religious Workers|All Chargeability Areas Except Those Listed|C
05/01/12|TypeA|Certain Religious Workers|CHINA - mainland born|C
05/01/12|TypeA|Certain Religious Workers|INDIA|C
05/01/12|TypeA|Certain Religious Workers|MEXICO|C
05/01/12|TypeA|Certain Religious Workers|PHILIPPINES|C
05/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|All Chargeability Areas Except Those Listed|C
05/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|CHINA - mainland born|C
05/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|INDIA|C
05/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|MEXICO|C
05/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|PHILIPPINES|C
06/01/12|TypeA|1st|All Chargeability Areas Except Those Listed|C
06/01/12|TypeA|1st|CHINA - mainland born|C
06/01/12|TypeA|1st|INDIA|C
06/01/12|TypeA|1st|MEXICO|C
06/01/12|TypeA|1st|PHILIPPINES|C
06/01/12|TypeA|2nd|All Chargeability Areas Except Those Listed|C
06/01/12|TypeA|2nd|CHINA - mainland born|U
06/01/12|TypeA|2nd|INDIA|U
06/01/12|TypeA|2nd|MEXICO|C
06/01/12|TypeA|2nd|PHILIPPINES|C
06/01/12|TypeA|3rd|All Chargeability Areas Except Those Listed|06/08/06
06/01/12|TypeA|3rd|CHINA - mainland born|08/08/05
06/01/12|TypeA|3rd|INDIA|09/15/02
06/01/12|TypeA|3rd|MEXICO|06/08/06
06/01/12|TypeA|3rd|PHILIPPINES|05/22/06
06/01/12|TypeA|Other Workers|All Chargeability Areas Except Those Listed|06/08/06
06/01/12|TypeA|Other Workers|CHINA - mainland born|04/22/03
06/01/12|TypeA|Other Workers|INDIA|09/15/02
06/01/12|TypeA|Other Workers|MEXICO|06/08/06
06/01/12|TypeA|Other Workers|PHILIPPINES|05/22/06
06/01/12|TypeA|4th|All Chargeability Areas Except Those Listed|C
06/01/12|TypeA|4th|CHINA - mainland born|C
06/01/12|TypeA|4th|INDIA|C
06/01/12|TypeA|4th|MEXICO|C
06/01/12|TypeA|4th|PHILIPPINES|C
06/01/12|TypeA|Certain Religious Workers|All Chargeability Areas Except Those Listed|C
06/01/12|TypeA|Certain Religious Workers|CHINA - mainland born|C
06/01/12|TypeA|Certain Religious Workers|INDIA|C
06/01/12|TypeA|Certain Religious Workers|MEXICO|C
06/01/12|TypeA|Certain Religious Workers|PHILIPPINES|C
06/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|All Chargeability Areas Except Those Listed|C
06/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|CHINA - mainland born|C
06/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|INDIA|C
06/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|MEXICO|C
06/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|PHILIPPINES|C
07/01/12|TypeA|1st|All Chargeability Areas Except Those Listed|C
07/01/12|TypeA|1st|CHINA - mainland born|C
07/01/12|TypeA|1st|INDIA|C
07/01/12|TypeA|1st|MEXICO|C
07/01/12|TypeA|1st|PHILIPPINES|C
07/01/12|TypeA|2nd|All Chargeability Areas Except Those Listed|01/01/09
07/01/12|TypeA|2nd|CHINA - mainland born|U
07/01/12|TypeA|2nd|INDIA|U
07/01/12|TypeA|2nd|MEXICO|01/01/09
07/01/12|TypeA|2nd|PHILIPPINES|01/01/09
07/01/12|TypeA|3rd|All Chargeability Areas Except Those Listed|07/22/06
07/01/12|TypeA|3rd|CHINA - mainland born|09/22/05
07/01/12|TypeA|3rd|INDIA|09/22/02
07/01/12|TypeA|3rd|MEXICO|07/22/06
07/01/12|TypeA|3rd|PHILIPPINES|06/08/06
07/01/12|TypeA|Other Workers|All Chargeability Areas Except Those Listed|07/22/06
07/01/12|TypeA|Other Workers|CHINA - mainland born|06/15/03
07/01/12|TypeA|Other Workers|INDIA|09/22/02
07/01/12|TypeA|Other Workers|MEXICO|07/22/06
07/01/12|TypeA|Other Workers|PHILIPPINES|06/08/06
07/01/12|TypeA|4th|All Chargeability Areas Except Those Listed|C
07/01/12|TypeA|4th|CHINA - mainland born|C
07/01/12|TypeA|4th|INDIA|C
07/01/12|TypeA|4th|MEXICO|C
07/01/12|TypeA|4th|PHILIPPINES|C
07/01/12|TypeA|Certain Religious Workers|All Chargeability Areas Except Those Listed|C
07/01/12|TypeA|Certain Religious Workers|CHINA - mainland born|C
07/01/12|TypeA|Certain Religious Workers|INDIA|C
07/01/12|TypeA|Certain Religious Workers|MEXICO|C
07/01/12|TypeA|Certain Religious Workers|PHILIPPINES|C
07/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|All Chargeability Areas Except Those Listed|C
07/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|CHINA - mainland born|C
07/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|INDIA|C
07/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|MEXICO|C
07/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|PHILIPPINES|C
08/01/12|TypeA|1st|All Chargeability Areas Except Those Listed|C
08/01/12|TypeA|1st|CHINA - mainland born|C
08/01/12|TypeA|1st|INDIA|C
08/01/12|TypeA|1st|MEXICO|C
08/01/12|TypeA|1st|PHILIPPINES|C
08/01/12|TypeA|2nd|All Chargeability Areas Except Those Listed|01/01/09
08/01/12|TypeA|2nd|CHINA - mainland born|U
08/01/12|TypeA|2nd|INDIA|U
08/01/12|TypeA|2nd|MEXICO|01/01/09
08/01/12|TypeA|2nd|PHILIPPINES|01/01/09
08/01/12|TypeA|3rd|All Chargeability Areas Except Those Listed|09/08/06
08/01/12|TypeA|3rd|CHINA - mainland born|11/08/05
08/01/12|TypeA|3rd|INDIA|10/01/02
08/01/12|TypeA|3rd|MEXICO|09/08/06
08/01/12|TypeA|3rd|PHILIPPINES|06/15/06
08/01/12|TypeA|Other Workers|All Chargeability Areas Except Those Listed|09/08/06
08/01/12|TypeA|Other Workers|CHINA - mainland born|06/15/03
08/01/12|TypeA|Other Workers|INDIA|10/01/02
08/01/12|TypeA|Other Workers|MEXICO|09/08/06
08/01/12|TypeA|Other Workers|PHILIPPINES|06/08/06
08/01/12|TypeA|4th|All Chargeability Areas Except Those Listed|C
08/01/12|TypeA|4th|CHINA - mainland born|C
08/01/12|TypeA|4th|INDIA|C
08/01/12|TypeA|4th|MEXICO|C
08/01/12|TypeA|4th|PHILIPPINES|C
08/01/12|TypeA|Certain Religious Workers|All Chargeability Areas Except Those Listed|C
08/01/12|TypeA|Certain Religious Workers|CHINA - mainland born|C
08/01/12|TypeA|Certain Religious Workers|INDIA|C
08/01/12|TypeA|Certain Religious Workers|MEXICO|C
08/01/12|TypeA|Certain Religious Workers|PHILIPPINES|C
08/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|All Chargeability Areas Except Those Listed|C
08/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|CHINA - mainland born|C
08/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|INDIA|C
08/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|MEXICO|C
08/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|PHILIPPINES|C
09/01/12|TypeA|1st|All Chargeability Areas Except Those Listed|C
09/01/12|TypeA|1st|CHINA - mainland born|C
09/01/12|TypeA|1st|INDIA|C
09/01/12|TypeA|1st|MEXICO|C
09/01/12|TypeA|1st|PHILIPPINES|C
09/01/12|TypeA|2nd|All Chargeability Areas Except Those Listed|01/01/09
09/01/12|TypeA|2nd|CHINA - mainland born|U
09/01/12|TypeA|2nd|INDIA|U
09/01/12|TypeA|2nd|MEXICO|01/01/09
09/01/12|TypeA|2nd|PHILIPPINES|01/01/09
09/01/12|TypeA|3rd|All Chargeability Areas Except Those Listed|10/01/06
09/01/12|TypeA|3rd|CHINA - mainland born|12/15/05
09/01/12|TypeA|3rd|INDIA|10/08/02
09/01/12|TypeA|3rd|MEXICO|10/01/06
09/01/12|TypeA|3rd|PHILIPPINES|08/01/06
09/01/12|TypeA|Other Workers|All Chargeability Areas Except Those Listed|10/01/06
09/01/12|TypeA|Other Workers|CHINA - mainland born|06/22/03
09/01/12|TypeA|Other Workers|INDIA|10/08/02
09/01/12|TypeA|Other Workers|MEXICO|10/01/06
09/01/12|TypeA|Other Workers|PHILIPPINES|08/01/06
09/01/12|TypeA|4th|All Chargeability Areas Except Those Listed|C
09/01/12|TypeA|4th|CHINA - mainland born|C
09/01/12|TypeA|4th|INDIA|C
09/01/12|TypeA|4th|MEXICO|C
09/01/12|TypeA|4th|PHILIPPINES|C
09/01/12|TypeA|Certain Religious Workers|All Chargeability Areas Except Those Listed|C
09/01/12|TypeA|Certain Religious Workers|CHINA - mainland born|C
09/01/12|TypeA|Certain Religious Workers|INDIA|C
09/01/12|TypeA|Certain Religious Workers|MEXICO|C
09/01/12|TypeA|Certain Religious Workers|PHILIPPINES|C
09/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|All Chargeability Areas Except Those Listed|C
09/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|CHINA - mainland born|C
09/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|INDIA|C
09/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|MEXICO|C
09/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|PHILIPPINES|C
11/01/12|TypeA|1st|All Chargeability Areas Except Those Listed|C
11/01/12|TypeA|1st|CHINA - mainland born|C
11/01/12|TypeA|1st|INDIA|C
11/01/12|TypeA|1st|MEXICO|C
11/01/12|TypeA|1st|PHILIPPINES|C
11/01/12|TypeA|2nd|All Chargeability Areas Except Those Listed|C
11/01/12|TypeA|2nd|CHINA - mainland born|09/01/07
11/01/12|TypeA|2nd|INDIA|09/01/04
11/01/12|TypeA|2nd|MEXICO|C
11/01/12|TypeA|2nd|PHILIPPINES|C
11/01/12|TypeA|3rd|All Chargeability Areas Except Those Listed|11/22/06
11/01/12|TypeA|3rd|CHINA - mainland born|04/15/06
11/01/12|TypeA|3rd|INDIA|10/22/02
11/01/12|TypeA|3rd|MEXICO|11/22/06
11/01/12|TypeA|3rd|PHILIPPINES|08/08/06
11/01/12|TypeA|Other Workers|All Chargeability Areas Except Those Listed|11/22/06
11/01/12|TypeA|Other Workers|CHINA - mainland born|07/01/03
11/01/12|TypeA|Other Workers|INDIA|10/22/02
11/01/12|TypeA|Other Workers|MEXICO|11/22/06
11/01/12|TypeA|Other Workers|PHILIPPINES|08/08/06
11/01/12|TypeA|4th|All Chargeability Areas Except Those Listed|C
11/01/12|TypeA|4th|CHINA - mainland born|C
11/01/12|TypeA|4th|INDIA|C
11/01/12|TypeA|4th|MEXICO|C
11/01/12|TypeA|4th|PHILIPPINES|C
11/01/12|TypeA|Certain Religious Workers|All Chargeability Areas Except Those Listed|C
11/01/12|TypeA|Certain Religious Workers|CHINA - mainland born|C
11/01/12|TypeA|Certain Religious Workers|INDIA|C
11/01/12|TypeA|Certain Religious Workers|MEXICO|C
11/01/12|TypeA|Certain Religious Workers|PHILIPPINES|C
11/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|All Chargeability Areas Except Those Listed|C
11/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|CHINA - mainland born|C
11/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|INDIA|C
11/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|MEXICO|C
11/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|PHILIPPINES|C
12/01/12|TypeA|1st|All Chargeability Areas Except Those Listed|C
12/01/12|TypeA|1st|CHINA - mainland born|C
12/01/12|TypeA|1st|INDIA|C
12/01/12|TypeA|1st|MEXICO|C
12/01/12|TypeA|1st|PHILIPPINES|C
12/01/12|TypeA|2nd|All Chargeability Areas Except Those Listed|C
12/01/12|TypeA|2nd|CHINA - mainland born|10/22/07
12/01/12|TypeA|2nd|INDIA|09/01/04
12/01/12|TypeA|2nd|MEXICO|C
12/01/12|TypeA|2nd|PHILIPPINES|C
12/01/12|TypeA|3rd|All Chargeability Areas Except Those Listed|12/22/06
12/01/12|TypeA|3rd|CHINA - mainland born|07/01/06
12/01/12|TypeA|3rd|INDIA|11/01/02
12/01/12|TypeA|3rd|MEXICO|12/22/06
12/01/12|TypeA|3rd|PHILIPPINES|08/15/06
12/01/12|TypeA|Other Workers|All Chargeability Areas Except Those Listed|12/22/06
12/01/12|TypeA|Other Workers|CHINA - mainland born|07/01/03
12/01/12|TypeA|Other Workers|INDIA|11/01/02
12/01/12|TypeA|Other Workers|MEXICO|12/22/06
12/01/12|TypeA|Other Workers|PHILIPPINES|08/15/06
12/01/12|TypeA|4th|All Chargeability Areas Except Those Listed|C
12/01/12|TypeA|4th|CHINA - mainland born|C
12/01/12|TypeA|4th|INDIA|C
12/01/12|TypeA|4th|MEXICO|C
12/01/12|TypeA|4th|PHILIPPINES|C
12/01/12|TypeA|Certain Religious Workers|All Chargeability Areas Except Those Listed|C
12/01/12|TypeA|Certain Religious Workers|CHINA - mainland born|C
12/01/12|TypeA|Certain Religious Workers|INDIA|C
12/01/12|TypeA|Certain Religious Workers|MEXICO|C
12/01/12|TypeA|Certain Religious Workers|PHILIPPINES|C
12/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|All Chargeability Areas Except Those Listed|C
12/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|CHINA - mainland born|C
12/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|INDIA|C
12/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|MEXICO|C
12/01/12|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|PHILIPPINES|C
01/01/13|TypeA|1st|All Chargeability Areas Except Those Listed|C
01/01/13|TypeA|1st|CHINA - mainland born|C
01/01/13|TypeA|1st|INDIA|C
01/01/13|TypeA|1st|MEXICO|C
01/01/13|TypeA|1st|PHILIPPINES|C
01/01/13|TypeA|2nd|All Chargeability Areas Except Those Listed|C
01/01/13|TypeA|2nd|CHINA - mainland born|12/08/07
01/01/13|TypeA|2nd|INDIA|09/01/04
01/01/13|TypeA|2nd|MEXICO|C
01/01/13|TypeA|2nd|PHILIPPINES|C
01/01/13|TypeA|3rd|All Chargeability Areas Except Those Listed|02/01/07
01/01/13|TypeA|3rd|CHINA - mainland born|09/22/06
01/01/13|TypeA|3rd|INDIA|11/08/02
01/01/13|TypeA|3rd|MEXICO|02/01/07
01/01/13|TypeA|3rd|PHILIPPINES|08/15/06
01/01/13|TypeA|Other Workers|All Chargeability Areas Except Those Listed|02/01/07
01/01/13|TypeA|Other Workers|CHINA - mainland born|07/01/03
01/01/13|TypeA|Other Workers|INDIA|11/08/02
01/01/13|TypeA|Other Workers|MEXICO|02/01/07
01/01/13|TypeA|Other Workers|PHILIPPINES|08/15/06
01/01/13|TypeA|4th|All Chargeability Areas Except Those Listed|C
01/01/13|TypeA|4th|CHINA - mainland born|C
01/01/13|TypeA|4th|INDIA|C
01/01/13|TypeA|4th|MEXICO|C
01/01/13|TypeA|4th|PHILIPPINES|C
01/01/13|TypeA|Certain Religious Workers|All Chargeability Areas Except Those Listed|C
01/01/13|TypeA|Certain Religious Workers|CHINA - mainland born|C
01/01/13|TypeA|Certain Religious Workers|INDIA|C
01/01/13|TypeA|Certain Religious Workers|MEXICO|C
01/01/13|TypeA|Certain Religious Workers|PHILIPPINES|C
01/01/13|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|All Chargeability Areas Except Those Listed|C
01/01/13|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|CHINA - mainland born|C
01/01/13|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|INDIA|C
01/01/13|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|MEXICO|C
01/01/13|TypeA|5thTargetedEmploymentAreas/Regional Centersand Pilot Programs|PHILIPPINES|C
02/01/13|TypeA|1st|All Chargeability Areas Except Those Listed|C
02/01/13|TypeA|1st|CHINA - mainland born|C
02/01/13|TypeA|1st|INDIA|C
02/01/13|TypeA|1st|MEXICO|C
02/01/13|TypeA|1st|PHILIPPINES|C
02/01/13|TypeA|2nd|All Chargeability Areas Except Those Listed|C
02/01/13|TypeA|2nd|CHINA - mainland born|01/15/08
02/01/13|TypeA|2nd|INDIA|09/01/04
02/01/13|TypeA|2nd|MEXICO|C
02/01/13|TypeA|2nd|PHILIPPINES|C
02/01/13|TypeA|3rd|All Chargeability Areas Except Those Listed|03/15/07
02/01/13|TypeA|3rd|CHINA - mainland born|11/15/06
